30,1,10,1,1,1,7,1,15,10,10,15,2,10,5,15,1,1,15,3,2,1,5,1
20,2,1,10,5,5,7,4,6,15,1,50,1,7,1,3,1,1,40,1,1,1,2,1
100,3,5,1,1,1,1,1,1,8,1,2,1,1,1,10,7,2,20,8,1,1,1,1
40,1,1,1,1,20,6,1,1,8,5,100,1,25,1,7,1,1,20,1,1,10,11,1
60,1,1,9,7,20,6,1,1,8,5,38,1,13,1,7,1,1,40,1,6,1,1,1
32,5,1,1,1,20,6,1,1,8,5,38,1,13,1,7,9,1,40,5,1,1,1,1
80,1,15,1,1,45,1,1,1,25,1,100,1,1,1,1,1,1,20,1,1,1,1,1
100,1,10,7,6,5,7,4,6,15,1,50,2,10,5,15,3,1,7,1,8,1,5,1
